Date,Directorate,Beneficiary,Summary,Amount,Merchant Category,Supplier Number
22/05/2020,Housing,RS Recovery Ltd,Training,294.08,Food & Drink Purchases,S591
22/05/2020,Healthcare,The Laurels Academies Trust,Training,92.15,Food & Drink Purchases,S778
22/05/2020,Community Services,Reg &Co. Limited,Training,211.53,Consulting,S176
22/05/2020,Housing,Rees Foundation,Training,126.54,Travel Expenses,S798
22/05/2020,Infrastructure,QDP Services Ltd,Training,390.47,Utilities,S411
22/05/2020,Housing,Mapleshire Hippodrome Theatre Trust Limited,Equipment Purchase,491.34,Travel Expenses,S214
23/05/2020,Infrastructure,Trusted Local Care Ltd,Training,134.06,Utilities,S399
23/05/2020,Infrastructure,Lanes Group Plc,Consultation,415.34,Office Supplies,S440
23/05/2020,Education,Learning Journals Ltd,Project Management,238.26,Food & Drink Purchases,S503
23/05/2020,Infrastructure,Gbm Digital Technologies Ltd,Consultation,486.43,Consulting,S133
23/05/2020,Education,University of Exeter,Project Management,303.47,Office Supplies,S487
23/05/2020,Community Services,Homelife (Leeds) Ltd,Project Management,141.56,Utilities,S893
23/05/2020,Infrastructure,J Jindal Ltd,Equipment Purchase,118.55,Utilities,S403
24/05/2020,Community Services,Triumphant Living Academy Ltd,Equipment Purchase,293.61,Travel Expenses,S891
24/05/2020,Healthcare,Kernow House Nursing Home,Consultation,276.2,Office Supplies,S376
24/05/2020,Community Services,Edesix Limited,Consultation,94.37,Utilities,S448
24/05/2020,Education,Mime Consulting Ltd,Equipment Purchase,173.47,Consulting,S841
24/05/2020,Housing,The Meadows Nursing Home,Equipment Purchase,172.31,Office Supplies,S526
24/05/2020,Housing,Hc-One Oval Ltd,Training,56.52,Office Supplies,S932
24/05/2020,Community Services,Bromsgrove Primary Teaching Sch All,Consultation,478.2,Consulting,S201
24/05/2020,Education,Lucy Hill-Brown’s Stem Education Services Ltd,Training,483.13,Consulting,S808
25/05/2020,Housing,Primera Assisted Living Ltd,Training,112.22,Utilities,S422
25/05/2020,Healthcare,Vertical Movement Services Limited,Maintenance,270.01,Travel Expenses,S556
25/05/2020,Education,365 Computing Ltd,Consultation,436.73,Food & Drink Purchases,S444
25/05/2020,Healthcare,Ptv (UK) Ltd,Maintenance,405.06,Office Supplies,S394
25/05/2020,Housing,Sutcliffe Play Limited,Maintenance,109.48,Food & Drink Purchases,S849
25/05/2020,Education,Adelan Limited,Consultation,129.98,Food & Drink Purchases,S159
25/05/2020,Community Services,Pbx Hosting Limited,Maintenance,248.18,Travel Expenses,S599
25/05/2020,Housing,Cleapss,Training,239.61,Office Supplies,S697
26/05/2020,Education,D.J. Goode & Associates Limited,Project Management,330.29,Food & Drink Purchases,S667
26/05/2020,Housing,The Elliot Foundation Academies Trust,Consultation,91.75,Consulting,S629
26/05/2020,Education,Sandgate Systems Limited,Project Management,234.32,Utilities,S881
26/05/2020,Community Services,Just Call 4 Care Services Ltd,Training,381.13,Utilities,S930
26/05/2020,Housing,Qualitec Systems Ltd,Training,202.31,Food & Drink Purchases,S898
26/05/2020,Healthcare,Future Voice & Data Ltd,Consultation,337.69,Consulting,S236
26/05/2020,Housing,Aston University,Maintenance,129.01,Consulting,S809
27/05/2020,Community Services,Ascend Education Provision Ltd,Maintenance,298.98,Consulting,S109
27/05/2020,Education,Aldermore Bank PLC,Consultation,453.07,Consulting,S374
27/05/2020,Education,Back2 International Limited,Consultation,397.7,Utilities,S444
27/05/2020,Community Services,West Midlands Police,Consultation,207.24,Travel Expenses,S235
27/05/2020,Infrastructure,Six Pump Court Chambers,Maintenance,412.57,Food & Drink Purchases,S129
27/05/2020,Infrastructure,Ezzi Letting Solutions Ltd,Consultation,274.89,Office Supplies,S825
27/05/2020,Community Services,Waste Investigations Support & Enforcement Limited,Equipment Purchase,485.69,Office Supplies,S928
27/05/2020,Housing,Education Software Solutions Ltd,Maintenance,85.3,Food & Drink Purchases,S236
28/05/2020,Housing,We Move Sutton Coldfield Ltd,Consultation,188.56,Food & Drink Purchases,S817
28/05/2020,Education,Professional Squash Association Foundation,Project Management,105.95,Consulting,S936
28/05/2020,Housing,Eurohire Vehicle Rentals Ltd,Equipment Purchase,357.77,Travel Expenses,S370
28/05/2020,Education,Mereside Care Home Ltd,Training,83.41,Office Supplies,S598
28/05/2020,Healthcare,Ecclesia International,Consultation,282.66,Travel Expenses,S445
28/05/2020,Infrastructure,Worlifts Ltd,Consultation,196.31,Consulting,S121
28/05/2020,Infrastructure,Lindstrom Ltd,Training,233.61,Utilities,S701
28/05/2020,Infrastructure,Gilgal Mapleshire,Training,223.97,Travel Expenses,S692
29/05/2020,Housing,Cognet Occupational Safety And Heal,Equipment Purchase,397.3,Food & Drink Purchases,S989
29/05/2020,Community Services,Grah Pathology Ltd,Equipment Purchase,377.43,Utilities,S593
29/05/2020,Healthcare,Transave Credit Union Limited,Project Management,427.85,Utilities,S807
29/05/2020,Infrastructure,Hasbury Home Care Services Ltd,Training,52.31,Travel Expenses,S343
29/05/2020,Education,Deepclean Hygiene Solutions Ltd,Project Management,454.15,Office Supplies,S549
29/05/2020,Community Services,Postjet Systems Ltd,Project Management,91.51,Office Supplies,S834
29/05/2020,Education,Worldpay Ltd,Consultation,337.29,Food & Drink Purchases,S371
30/05/2020,Housing,Community Academies Trust,Equipment Purchase,130.89,Food & Drink Purchases,S119
30/05/2020,Infrastructure,Sheffield Children's NHS Foundation Trust,Consultation,461.03,Consulting,S106
30/05/2020,Healthcare,Inspired Energy Solutions Ltd,Training,391.01,Office Supplies,S157
30/05/2020,Housing,UKas,Project Management,482.06,Food & Drink Purchases,S944
30/05/2020,Education,Planning Solutions Ltd,Maintenance,117.65,Office Supplies,S503
30/05/2020,Community Services,Ascend Education Provision Ltd,Training,378.53,Consulting,S162
30/05/2020,Community Services,Hopwells Ltd,Project Management,109.97,Office Supplies,S279
30/05/2020,Community Services,Excellence Healthcare,Equipment Purchase,285.51,Utilities,S598
31/05/2020,Education,People Places Lives Limited,Consultation,250.26,Utilities,S537
31/05/2020,Housing,Chaplins Ltd,Project Management,298.12,Utilities,S264
31/05/2020,Housing,New Baby Network CIC,Equipment Purchase,253.2,Travel Expenses,S377
31/05/2020,Infrastructure,FTZ Studios Limited,Project Management,399.51,Food & Drink Purchases,S540
31/05/2020,Healthcare,Malachi Spec Fam Supp Svcs CIC,Equipment Purchase,414.36,Travel Expenses,S872
31/05/2020,Community Services,Acocks Green Village Partnership,Consultation,238.73,Travel Expenses,S902
31/05/2020,Healthcare,Solden Hill House,Project Management,122.61,Travel Expenses,S627
31/05/2020,Housing,Fetch Retreats Ltd,Training,418.86,Utilities,S700
01/06/2020,Infrastructure,Mapleshire Schools Spc Phase 1B Ltd,Consultation,252.94,Consulting,S325
01/06/2020,Education,Thecoachcompany.Co.Uk Ltd,Project Management,73.28,Consulting,S892
01/06/2020,Community Services,Wyrley M & E Ltd,Consultation,444.12,Travel Expenses,S186
01/06/2020,Education,Altruist Enterprises Uk Ltd,Training,431.15,Food & Drink Purchases,S144
01/06/2020,Infrastructure,October Resolutions Ltd,Training,375.05,Office Supplies,S725
01/06/2020,Community Services,Furniture Resource Centre Limited,Training,200.22,Utilities,S948
01/06/2020,Community Services,Dtr Hygiene Ltd,Training,88.41,Food & Drink Purchases,S783
02/06/2020,Education,Protect (Whistleblowing Advice) Ltd,Equipment Purchase,469.86,Travel Expenses,S293
02/06/2020,Infrastructure,Steplab Ltd,Project Management,267.93,Consulting,S611
02/06/2020,Education,Sheffield Sheds Limited,Maintenance,200.08,Travel Expenses,S328
02/06/2020,Healthcare,We-Are-HR Limited,Consultation,455.85,Consulting,S533
02/06/2020,Healthcare,Flogas Britain Ltd,Equipment Purchase,97.83,Consulting,S927
02/06/2020,Housing,Blue Whale Training Ltd,Maintenance,285.79,Travel Expenses,S782
02/06/2020,Community Services,Bournville Hub CIO,Project Management,484.09,Consulting,S554
02/06/2020,Healthcare,Streetgames UK,Consultation,255.49,Consulting,S354
03/06/2020,Education,Control-F Ltd,Consultation,104.14,Travel Expenses,S754
03/06/2020,Housing,Laser Credit Union Limited,Project Management,78.77,Office Supplies,S780
03/06/2020,Community Services,Derbyshire County Council,Equipment Purchase,292.56,Food & Drink Purchases,S632
03/06/2020,Housing,AllEnvironmental Training & Consultancy Ltd,Maintenance,420.54,Food & Drink Purchases,S893
03/06/2020,Community Services,CmUK Visual Safety Ltd,Project Management,468.21,Food & Drink Purchases,S669
03/06/2020,Housing,Guitar Guitar Limited,Maintenance,170.75,Utilities,S580
03/06/2020,Education,Lime Street (21),Consultation,111.39,Office Supplies,S857
03/06/2020,Housing,Sumdog Ltd,Equipment Purchase,238.63,Food & Drink Purchases,S818
04/06/2020,Housing,The Order Of St Johns Care Trust,Training,351.25,Consulting,S228
04/06/2020,Infrastructure,Plumbtime Plumbing & Heating Maint,Maintenance,208.83,Office Supplies,S515
04/06/2020,Healthcare,Stave-Con Ltd,Equipment Purchase,261.81,Office Supplies,S569
04/06/2020,Education,Restful Homes (Worcestershire) Ltd,Consultation,61.03,Travel Expenses,S675
04/06/2020,Infrastructure,Crestar Healthcare Limited,Maintenance,122.25,Consulting,S397
04/06/2020,Healthcare,ESPO,Maintenance,74.24,Office Supplies,S851
04/06/2020,Community Services,The Plough - Harborne Limited,Equipment Purchase,416.36,Office Supplies,S642
05/06/2020,Community Services,The Active Wellbeing Society Ltd,Equipment Purchase,227.61,Consulting,S337
05/06/2020,Community Services,Healthy Streets Ltd,Equipment Purchase,227.67,Travel Expenses,S269
05/06/2020,Education,Galaxy Management Solutions Ltd,Maintenance,337.76,Travel Expenses,S996
05/06/2020,Community Services,SSE Energy Solutions,Maintenance,474.91,Utilities,S892
05/06/2020,Education,Essential Build Cleaners lLd,Maintenance,376.93,Consulting,S157
05/06/2020,Housing,Emg - Educations Media Group Ab,Project Management,272.32,Travel Expenses,S578
05/06/2020,Healthcare,24-7 Locks Limited,Training,212.27,Travel Expenses,S476
05/06/2020,Infrastructure,Larkenby Limited,Project Management,71.41,Consulting,S928
06/06/2020,Community Services,Ecolab Ltd,Consultation,305.69,Food & Drink Purchases,S314
06/06/2020,Community Services,Unity Mat,Maintenance,89.4,Consulting,S225
06/06/2020,Housing,KPS IT Ltd,Consultation,218.31,Food & Drink Purchases,S713
06/06/2020,Housing,Education Impact Academy Trust,Training,144.76,Travel Expenses,S562
06/06/2020,Housing,Demtech Ltd,Consultation,131.64,Utilities,S388
06/06/2020,Community Services,ILM Early Years Ltd,Maintenance,484.22,Office Supplies,S976
06/06/2020,Community Services,Fmi Group Services Ltd,Consultation,88.6,Consulting,S253
06/06/2020,Infrastructure,Softcat PLC,Equipment Purchase,179.97,Consulting,S530
07/06/2020,Housing,Lichfield Garrick Theatre,Project Management,214.12,Utilities,S736
07/06/2020,Infrastructure,Chris Quigley Education Ltd,Training,53.91,Travel Expenses,S399
07/06/2020,Infrastructure,Woodward Electrical Limited,Maintenance,215.82,Travel Expenses,S626
07/06/2020,Infrastructure,Inglewood Residential Rest,Training,141.59,Travel Expenses,S396
07/06/2020,Infrastructure,Governors For Schools,Equipment Purchase,314.43,Utilities,S846
07/06/2020,Education,Src Fire Safety Ltd,Equipment Purchase,129.06,Consulting,S964
07/06/2020,Community Services,The Trading Standards Institute,Training,461.87,Utilities,S994
08/06/2020,Education,Sonova UK Limited,Equipment Purchase,262.12,Travel Expenses,S553
08/06/2020,Infrastructure,Kidderminster Care Ltd,Equipment Purchase,417.2,Travel Expenses,S829
08/06/2020,Housing,Housing Training & Consultancy Ltd,Equipment Purchase,324.39,Consulting,S870
08/06/2020,Housing,Nopac Midlands Ltd,Maintenance,297.96,Utilities,S460
08/06/2020,Housing,Attic Brew Co. Ltd,Maintenance,335.97,Consulting,S105
08/06/2020,Infrastructure,South & City College Mapleshire,Project Management,215.68,Office Supplies,S337
08/06/2020,Housing,Crisis UK,Equipment Purchase,250.67,Consulting,S880
08/06/2020,Healthcare,Ascl Professional Development Ltd,Training,375.24,Consulting,S282
09/06/2020,Education,The Publishing Foundry Ltd,Consultation,221.91,Office Supplies,S860
09/06/2020,Education,Deepclean Hygiene Solutions Ltd,Maintenance,387.11,Food & Drink Purchases,S995
09/06/2020,Education,Kivue Limited,Training,354.81,Travel Expenses,S558
09/06/2020,Education,Coventry Road Allotments,Project Management,107.56,Food & Drink Purchases,S889
09/06/2020,Community Services,Image @ Work Ltd,Project Management,369.02,Utilities,S888
09/06/2020,Healthcare,S. Mapleshire Strathallan Opco Limited,Consultation,480.55,Travel Expenses,S710
09/06/2020,Community Services,Cutting Edge Machinery Limited,Equipment Purchase,215.88,Consulting,S805
09/06/2020,Healthcare,Cedar Church,Equipment Purchase,341.03,Consulting,S663
10/06/2020,Community Services,Caseware Uk Ltd,Training,379.09,Food & Drink Purchases,S785
10/06/2020,Healthcare,"R.B. Windows, Doors And Conservatories Limited",Training,67.54,Office Supplies,S500
10/06/2020,Housing,ICJD Ltd,Maintenance,195.14,Travel Expenses,S180
10/06/2020,Healthcare,My Party Festival Ltd,Maintenance,158.81,Utilities,S145
10/06/2020,Infrastructure,Odlings Ltd,Consultation,103.68,Office Supplies,S458
10/06/2020,Community Services,Graphic Business Forms Limited,Consultation,318.37,Food & Drink Purchases,S457
10/06/2020,Education,IQ Coaches Ltd,Maintenance,459.23,Travel Expenses,S718
11/06/2020,Infrastructure,Ashley Lodge,Project Management,282.96,Office Supplies,S694
11/06/2020,Infrastructure,Longmoor Care Ltd,Maintenance,397.5,Food & Drink Purchases,S846
11/06/2020,Education,Inclusive Attendance Ltd,Consultation,283.2,Travel Expenses,S710
11/06/2020,Housing,System Technology Consultants Limited,Training,315.64,Travel Expenses,S724
11/06/2020,Infrastructure,Mode 13 Limited,Maintenance,237.63,Consulting,S498
11/06/2020,Healthcare,Jeremy Benn Associates Limited,Maintenance,284.94,Consulting,S183
11/06/2020,Housing,Canter Levin & Berg Limited,Consultation,249.84,Office Supplies,S125
11/06/2020,Infrastructure,Oasis Community Learning,Consultation,430.99,Food & Drink Purchases,S375
12/06/2020,Community Services,Adder Group LTD,Equipment Purchase,404.1,Travel Expenses,S754
12/06/2020,Community Services,Robertson Bell Ltd,Equipment Purchase,272.44,Consulting,S122
12/06/2020,Education,UB Healthcare Ltd,Consultation,375.07,Travel Expenses,S966
12/06/2020,Infrastructure,Sunnymount,Consultation,80.37,Food & Drink Purchases,S178
12/06/2020,Healthcare,Friends Resilience Pty Lid,Project Management,385.66,Office Supplies,S865
12/06/2020,Community Services,CDER Group Ltd,Maintenance,347.99,Consulting,S111
12/06/2020,Education,Bull Ring Open Market Traders Committee,Equipment Purchase,210.38,Consulting,S130
12/06/2020,Education,Liberty Healthcare Solutions Ltd,Project Management,222.95,Office Supplies,S427
13/06/2020,Community Services,Carmarthenshire County Council,Project Management,390.86,Utilities,S888
13/06/2020,Community Services,Babble Cloud (MCL) Limited,Consultation,255.3,Consulting,S695
13/06/2020,Housing,Gooddies Ltd,Equipment Purchase,160.03,Travel Expenses,S332
13/06/2020,Housing,The Teach Team Ltd,Consultation,391.16,Food & Drink Purchases,S565
13/06/2020,Community Services,Milestones Education Ltd,Maintenance,187.53,Travel Expenses,S659
13/06/2020,Infrastructure,"All Saints Multi Academy Trust, Mapleshire",Training,95.53,Travel Expenses,S954
13/06/2020,Community Services,Solden Hill House,Equipment Purchase,131.61,Travel Expenses,S283
14/06/2020,Education,Forest Schools Mapleshire CIC,Project Management,404.46,Travel Expenses,S479
14/06/2020,Housing,Mapleshire &  Mental Health NHST,Training,257.94,Travel Expenses,S469
14/06/2020,Education,Leicestershire County Care Limited,Equipment Purchase,166.52,Food & Drink Purchases,S945
14/06/2020,Infrastructure,Rugeley Invest Limited,Consultation,111.68,Utilities,S752
14/06/2020,Infrastructure,Patrol Alarm Systems Ltd,Maintenance,104.48,Travel Expenses,S814
14/06/2020,Community Services,Duncan Lewis Solicitors Ltd,Equipment Purchase,102.76,Travel Expenses,S732
14/06/2020,Housing,Groeneveld Lubrication Solutions Ltd,Equipment Purchase,460.84,Consulting,S155
14/06/2020,Education,Lindale Homes Ltd,Equipment Purchase,462.45,Travel Expenses,S924
15/06/2020,Community Services,Anchor Self Storage UK Ltd,Maintenance,271.18,Consulting,S117
15/06/2020,Education,Black Swan International Ltd,Maintenance,300.75,Office Supplies,S326
15/06/2020,Community Services,Apertumit AB,Maintenance,256.94,Consulting,S683
15/06/2020,Healthcare,Person Shaped Support,Training,304.11,Consulting,S537
15/06/2020,Education,Wherry Dragon Credit Union,Training,308.06,Office Supplies,S983
